Null display is "<null>".
      full_name       | len 
 ROS***********
 ROU********
 ROX**********
 RUG****************
 RUL********
 RUN********
 RUN***************
 RUN***********
 RUS************
 RUS*************
 SAB*************
 SAD*************
 SAG***************
 SAI*********
 SAL**********
 SAM*********
 SAN********
 SAS*********
 SAT**********************
 SAT***********
 SAT********
 SAV**********
 SCA**********
 SCA**********
 SCH**********
 SCI***************
 SHI************
 SCO************
 SEA*******
 SEA************
 SEA***********
 SEA****************
 SEC*************
 SEC************
 SEC*************
 SEN********
 SEN*************
 SEV********
 SHA***************
 SHA***********
 SHA************
 SHA*************
 SHE***************
 SHI**********
 SHO********
 SHO**************
 SHO******
 SHR**********
 SHR**********
 SID*****
 SIE********
 SIE**********
 SIL*********
 SIL*****************
 SIM********
 SIN*************
 SIS**********
 SKY********
 SLA*************
 SLE**************
 SLE**************
 SLE************
 SLE**********
 SLI*******
 SLI*************
 SLU*******
 SMI**********
 SMO***************
 SMO************
 SNA***********
 SNA****************
 SNO******************
 SOL***************
 SOM***********
 SON********
 SON***********
 SOR***********
 SOU********
 SOU*******
 SPA**************
 SPE***********
 SPE*******
 SPI***********
 SPI************
 SPI*********
 SPI***************
 SPI****************
 SPL********
 SPL************
 SPO******************
 SPY*****
 SQU*******
 STA********
 STA******************
 STA**************
 STA****************
 STA***********
 STA************
 STE********
 STE**************
 STE**********
 STI***********
 STO********
 STO*******
 STO************
 STO*******
 STR***********
 STR***************
 STR***************
 STR***************
 STR*************
 STR*****************
 STR**************
 SUB**********
 SUG********
 SUI*************
 SUI*******
 SUM************
 SUN************
 SUN**************
 SUN***********
 SUN*********
 SUP**********
 SUP**********
 SUS************
 SWA*******
 SWE***********
 SWE**************
 SWE*****************
 TAD*********
 TAL**************
 TAR*************
 TAX******
 TEE********
 TEL*************
 TEL*******************
 TEM**************
 TEN***************
 TEQ*********
 TER************
 TEX********
 THE***********
 THI**********
 THI***********
 TIE********
 TIG********
 TIM***********
 TIT*************
 TIT********
 TOM******************
 TOM*************
 TOO**********
 TOR*********
 TOU************
 TOW*************
 TOW*****
 TRA********
 TRA**************
 TRA***********
 TRA********
 TRA********************
 TRA*********
 TRA***************
 TRA******
 TRE*************
 TRE*************
 TRI********
 TRO************
 TRO***********
 TRO*********
 TRU*********
 TUR******
 TUX********
 TWI************
 TYC*************
 UNB***************
 UNC***********
 UND******************
 UNF************
 UNF*****************
 UNI*********
 UNT*****************
 UPR************
 UPT*********
 USU***************
 VAC**************
 VAL****************
 VAL**********
 VAM**********
 VAN********
 VAN************
 VAN************
 VAR*********
 VEL**************
 VER**************
 VIC************
 VID**************
 VIE************
 VIL**************
 VIR*********
 VIR************
 VIR*************
 VIS**********
 VOI********
 VOL**********
 VOL*********
 VOY***********
 WAG*******
 WAI*******
 WAK******
 WAL*********
 WAN**********
 WAR********
 WAR*************
 WAR*************
 WAR*******
 WAS**********
 WAS*************
 WAT********
 WAT*******************
 WAT***************
 WED***********
 WEE*************
 WER**********
 WES******
 WES****************
 WHA*********
 WHI************
 WIF******
 WIL********
 WIL*********
 WIN*********
 WIN********
 WIS**********
 WIT**********
 WIZ***************
 WOL**********
 WOM*********
 WON******
 WON***********
 WON*****************
 WON******
 WOR*********
 WOR**********
 WOR****************
 WOR***************
 WOR*********
 WRA*******
 WRO***********
 WYO**********
 YEN********
 YOU***********
 YOU*******
 ZHI*********
 ZOO**************
 ZOR******
(1000 rows)

            title            | duration | duration+1 
-----------------------------+----------+------------
 ACADEMY DINOSAUR            | 6 days   | 7 days
 ACE GOLDFINGER              | 3 days   | 4 days
 ADAPTATION HOLES            | 7 days   | 8 days
 AFFAIR PREJUDICE            | 5 days   | 6 days
 AFRICAN EGG                 | 6 days   | 7 days
 AGENT TRUMAN                | 3 days   | 4 days
 AIRPLANE SIERRA             | 6 days   | 7 days
 AIRPORT POLLOCK             | 6 days   | 7 days
 ALABAMA DEVIL               | 3 days   | 4 days
 ALADDIN CALENDAR            | 6 days   | 7 days
 ALAMO VIDEOTAPE             | 6 days   | 7 days
 ALASKA PHANTOM              | 6 days   | 7 days
 DATE SPEED                  | 4 days   | 5 days
 ALI FOREVER                 | 4 days   | 5 days
 ALICE FANTASIA              | 6 days   | 7 days
 ALIEN CENTER                | 5 days   | 6 days
 ALLEY EVOLUTION             | 6 days   | 7 days
 ALONE TRIP                  | 3 days   | 4 days
 ALTER VICTORY               | 6 days   | 7 days
 AMADEUS HOLY                | 6 days   | 7 days
 AMELIE HELLFIGHTERS         | 4 days   | 5 days
 AMERICAN CIRCUS             | 3 days   | 4 days
 AMISTAD MIDSUMMER           | 6 days   | 7 days
 ANACONDA CONFESSIONS        | 3 days   | 4 days
 ANALYZE HOOSIERS            | 6 days   | 7 days
 ANGELS LIFE                 | 3 days   | 4 days
 ANNIE IDENTITY              | 3 days   | 4 days
 ANONYMOUS HUMAN             | 7 days   | 8 days
 ANTHEM LUKE                 | 5 days   | 6 days
 ANTITRUST TOMATOES          | 5 days   | 6 days
 ANYTHING SAVANNAH           | 4 days   | 5 days
 APACHE DIVINE               | 5 days   | 6 days
 APOCALYPSE FLAMINGOS        | 6 days   | 7 days
 APOLLO TEEN                 | 5 days   | 6 days
 ARABIA DOGMA                | 6 days   | 7 days
 ARACHNOPHOBIA ROLLERCOASTER | 4 days   | 5 days
 ARGONAUTS TOWN              | 7 days   | 8 days
 ARIZONA BANG                | 3 days   | 4 days
 ARK RIDGEMONT               | 6 days   | 7 days
 ARMAGEDDON LOST             | 5 days   | 6 days
 ARMY FLINTSTONES            | 4 days   | 5 days
 ARSENIC INDEPENDENCE        | 4 days   | 5 days
 ARTIST COLDBLOODED          | 5 days   | 6 days
 ATLANTIS CAUSE              | 6 days   | 7 days
 ATTACKS HATE                | 5 days   | 6 days
 ATTRACTION NEWTON           | 5 days   | 6 days
 AUTUMN CROW                 | 3 days   | 4 days
 BABY HALL                   | 5 days   | 6 days
 BACKLASH UNDEFEATED         | 3 days   | 4 days
 BADMAN DAWN                 | 6 days   | 7 days
 BAKED CLEOPATRA             | 3 days   | 4 days
 BALLOON HOMEWARD            | 5 days   | 6 days
 BALLROOM MOCKINGBIRD        | 6 days   | 7 days
 BANG KWAI                   | 5 days   | 6 days
 BANGER PINOCCHIO            | 5 days   | 6 days
 BARBARELLA STREETCAR        | 6 days   | 7 days
 BAREFOOT MANCHURIAN         | 6 days   | 7 days
 BASIC EASY                  | 4 days   | 5 days
 BEACH HEARTBREAKERS         | 6 days   | 7 days
 BEAR GRACELAND              | 4 days   | 5 days
 BEAST HUNCHBACK             | 3 days   | 4 days
 BEAUTY GREASE               | 5 days   | 6 days
 BED HIGHBALL                | 5 days   | 6 days
 BEDAZZLED MARRIED           | 6 days   | 7 days
 BEETHOVEN EXORCIST          | 6 days   | 7 days
 BEHAVIOR RUNAWAY            | 3 days   | 4 days
 BENEATH RUSH                | 6 days   | 7 days
 BERETS AGENT                | 5 days   | 6 days
 BETRAYED REAR               | 5 days   | 6 days
 BEVERLY OUTLAW              | 3 days   | 4 days
 BIKINI BORROWERS            | 7 days   | 8 days
 BILKO ANONYMOUS             | 3 days   | 4 days
 BILL OTHERS                 | 6 days   | 7 days
 BINGO TALENTED              | 5 days   | 6 days
 BIRCH ANTITRUST             | 4 days   | 5 days
 BIRD INDEPENDENCE           | 6 days   | 7 days
 BIRDCAGE CASPER             | 4 days   | 5 days
 BIRDS PERDITION             | 5 days   | 6 days
 BLACKOUT PRIVATE            | 7 days   | 8 days
 BLADE POLISH                | 5 days   | 6 days
 BLANKET BEVERLY             | 7 days   | 8 days
 BLINDNESS GUN               | 6 days   | 7 days
 BLOOD ARGONAUTS             | 3 days   | 4 days
 BLUES INSTINCT              | 5 days   | 6 days
 BOILED DARES                | 7 days   | 8 days
 BONNIE HOLOCAUST            | 4 days   | 5 days
 BOOGIE AMELIE               | 6 days   | 7 days
 BOONDOCK BALLROOM           | 7 days   | 8 days
 BORN SPINAL                 | 7 days   | 8 days
 BORROWERS BEDAZZLED         | 7 days   | 8 days
 BOULEVARD MOB               | 3 days   | 4 days
 BOUND CHEAPER               | 5 days   | 6 days
 BOWFINGER GABLES            | 7 days   | 8 days
 BRANNIGAN SUNRISE           | 4 days   | 5 days
 BRAVEHEART HUMAN            | 7 days   | 8 days
 BREAKFAST GOLDFINGER        | 5 days   | 6 days
 BREAKING HOME               | 4 days   | 5 days
 BRIDE INTRIGUE              | 7 days   | 8 days
 BRIGHT ENCOUNTERS           | 4 days   | 5 days
 BRINGING HYSTERICAL         | 7 days   | 8 days
 BROOKLYN DESERT             | 7 days   | 8 days
 BROTHERHOOD BLANKET         | 3 days   | 4 days
 BUBBLE GROSSE               | 4 days   | 5 days
 BUCKET BROTHERHOOD          | 7 days   | 8 days
 BUGSY SONG                  | 4 days   | 5 days
 BULL SHAWSHANK              | 6 days   | 7 days
 BULWORTH COMMANDMENTS       | 4 days   | 5 days
 BUNCH MINDS                 | 4 days   | 5 days
 BUTCH PANTHER               | 6 days   | 7 days
 BUTTERFLY CHOCOLAT          | 3 days   | 4 days
 CABIN FLASH                 | 4 days   | 5 days
 CADDYSHACK JEDI             | 3 days   | 4 days
 CALENDAR GUNFIGHT           | 4 days   | 5 days
 CALIFORNIA BIRDS            | 4 days   | 5 days
 CAMELOT VACATION            | 3 days   | 4 days
 CAMPUS REMEMBER             | 5 days   | 6 days
 CANDIDATE PERDITION         | 4 days   | 5 days
 CANDLES GRAPES              | 6 days   | 7 days
 CANYON STOCK                | 7 days   | 8 days
 CAPER MOTIONS               | 6 days   | 7 days
 CARIBBEAN LIBERTY           | 3 days   | 4 days
 CAROL TEXAS                 | 4 days   | 5 days
 CARRIE BUNCH                | 7 days   | 8 days
 CASABLANCA SUPER            | 6 days   | 7 days
 CASPER DRAGONFLY            | 3 days   | 4 days
 CASSIDY WYOMING             | 5 days   | 6 days
 CASUALTIES ENCINO           | 3 days   | 4 days
 CAT CONEHEADS               | 5 days   | 6 days
 CATCH AMISTAD               | 7 days   | 8 days
 CAUSE DATE                  | 3 days   | 4 days
 CELEBRITY HORN              | 7 days   | 8 days
 CENTER DINOSAUR             | 5 days   | 6 days
 CHAINSAW UPTOWN             | 6 days   | 7 days
 CHAMBER ITALIAN             | 7 days   | 8 days
 CHAMPION FLATLINERS         | 4 days   | 5 days
 CHANCE RESURRECTION         | 3 days   | 4 days
 CHAPLIN LICENSE             | 7 days   | 8 days
 CHARADE DUFFEL              | 3 days   | 4 days
 CHARIOTS CONSPIRACY         | 5 days   | 6 days
 CHASING FIGHT               | 7 days   | 8 days
 CHEAPER CLYDE               | 6 days   | 7 days
 CHICAGO NORTH               | 6 days   | 7 days
 CHICKEN HELLFIGHTERS        | 3 days   | 4 days
 CHILL LUCK                  | 6 days   | 7 days
 CHINATOWN GLADIATOR         | 7 days   | 8 days
 CHISUM BEHAVIOR             | 5 days   | 6 days
 CHITTY LOCK                 | 6 days   | 7 days
 CHOCOLAT HARRY              | 5 days   | 6 days
 CHOCOLATE DUCK              | 3 days   | 4 days
 CHRISTMAS MOONSHINE         | 7 days   | 8 days
 CIDER DESIRE                | 7 days   | 8 days
 CINCINATTI WHISPERER        | 5 days   | 6 days
 CIRCUS YOUTH                | 5 days   | 6 days
 CITIZEN SHREK               | 7 days   | 8 days
 CLASH FREDDY                | 6 days   | 7 days
 CLEOPATRA DEVIL             | 6 days   | 7 days
 CLERKS ANGELS               | 3 days   | 4 days
 CLOCKWORK PARADISE          | 7 days   | 8 days
 CLONES PINOCCHIO            | 6 days   | 7 days
 CLOSER BANG                 | 5 days   | 6 days
 CLUB GRAFFITI               | 4 days   | 5 days
 CLUE GRAIL                  | 6 days   | 7 days
 CLUELESS BUCKET             | 4 days   | 5 days
 CLYDE THEORY                | 4 days   | 5 days
 COAST RAINBOW               | 4 days   | 5 days
 COLDBLOODED DARLING         | 7 days   | 8 days
 COLOR PHILADELPHIA          | 6 days   | 7 days
 COMA HEAD                   | 6 days   | 7 days
 COMANCHEROS ENEMY           | 5 days   | 6 days
 COMFORTS RUSH               | 3 days   | 4 days
 COMMAND DARLING             | 5 days   | 6 days
 COMMANDMENTS EXPRESS        | 6 days   | 7 days
 CONEHEADS SMOOCHY           | 7 days   | 8 days
 CONFESSIONS MAGUIRE         | 7 days   | 8 days
 CONFIDENTIAL INTERVIEW      | 6 days   | 7 days
 CONFUSED CANDLES            | 3 days   | 4 days
 CONGENIALITY QUEST          | 6 days   | 7 days
 CONNECTICUT TRAMP           | 4 days   | 5 days
 CONNECTION MICROCOSMOS      | 6 days   | 7 days
 CONQUERER NUTS              | 4 days   | 5 days
 CONSPIRACY SPIRIT           | 4 days   | 5 days
 CONTACT ANONYMOUS           | 7 days   | 8 days
 CONTROL ANTHEM              | 7 days   | 8 days
 CONVERSATION DOWNHILL       | 4 days   | 5 days
 CORE SUIT                   | 3 days   | 4 days
 COWBOY DOOM                 | 3 days   | 4 days
 CRAFT OUTFIELD              | 6 days   | 7 days
 CRANES RESERVOIR            | 5 days   | 6 days
 CRAZY HOME                  | 7 days   | 8 days
 CREATURES SHAKESPEARE       | 3 days   | 4 days
 CREEPERS KANE               | 5 days   | 6 days
 CROOKED FROGMEN             | 6 days   | 7 days
 CROSSING DIVORCE            | 4 days   | 5 days
 CROSSROADS CASUALTIES       | 5 days   | 6 days
 CROW GREASE                 | 6 days   | 7 days
 CROWDS TELEMARK             | 3 days   | 4 days
 CRUELTY UNFORGIVEN          | 7 days   | 8 days
 CRUSADE HONEY               | 4 days   | 5 days
 CRYSTAL BREAKING            | 6 days   | 7 days
 CUPBOARD SINNERS            | 4 days   | 5 days
 CURTAIN VIDEOTAPE           | 7 days   | 8 days
 CYCLONE FAMILY              | 7 days   | 8 days
 DADDY PITTSBURGH            | 5 days   | 6 days
 DAISY MENAGERIE             | 5 days   | 6 days
 DALMATIONS SWEDEN           | 4 days   | 5 days
 DANCES NONE                 | 3 days   | 4 days
 DANCING FEVER               | 6 days   | 7 days
 DANGEROUS UPTOWN            | 7 days   | 8 days
 DARES PLUTO                 | 7 days   | 8 days
 DARKNESS WAR                | 6 days   | 7 days
 DARKO DORADO                | 3 days   | 4 days
 DARLING BREAKING            | 7 days   | 8 days
 DARN FORRESTER              | 7 days   | 8 days
 DAUGHTER MADIGAN            | 3 days   | 4 days
 DAWN POND                   | 4 days   | 5 days
 DAY UNFAITHFUL              | 3 days   | 4 days
 DAZED PUNK                  | 6 days   | 7 days
 DECEIVER BETRAYED           | 7 days   | 8 days
 DEEP CRUSADE                | 6 days   | 7 days
 DEER VIRGINIAN              | 7 days   | 8 days
 DELIVERANCE MULHOLLAND      | 4 days   | 5 days
 DESERT POSEIDON             | 4 days   | 5 days
 DESIRE ALIEN                | 7 days   | 8 days
 DESPERATE TRAINSPOTTING     | 7 days   | 8 days
 DESTINATION JERK            | 3 days   | 4 days
 DESTINY SATURDAY            | 4 days   | 5 days
 DETAILS PACKER              | 4 days   | 5 days
 DETECTIVE VISION            | 4 days   | 5 days
 DEVIL DESIRE                | 6 days   | 7 days
 DIARY PANIC                 | 7 days   | 8 days
 DINOSAUR SECRETARY          | 7 days   | 8 days
 DIRTY ACE                   | 7 days   | 8 days
 DISCIPLE MOTHER             | 3 days   | 4 days
 DISTURBING SCARFACE         | 6 days   | 7 days
 DIVIDE MONSTER              | 6 days   | 7 days
 DIVINE RESURRECTION         | 4 days   | 5 days
 DIVORCE SHINING             | 3 days   | 4 days
 DOCTOR GRAIL                | 4 days   | 5 days
 DOGMA FAMILY                | 5 days   | 6 days
 DOLLS RAGE                  | 7 days   | 8 days
 DONNIE ALLEY                | 4 days   | 5 days
 DOOM DANCING                | 4 days   | 5 days
 DOORS PRESIDENT             | 3 days   | 4 days
 DORADO NOTTING              | 5 days   | 6 days
 DOUBLE WRATH                | 4 days   | 5 days
 DOUBTFIRE LABYRINTH         | 5 days   | 6 days
 DOWNHILL ENOUGH             | 3 days   | 4 days
 DOZEN LION                  | 6 days   | 7 days
 DRACULA CRYSTAL             | 7 days   | 8 days
 DRAGON SQUAD                | 4 days   | 5 days
 DRAGONFLY STRANGERS         | 6 days   | 7 days
 DREAM PICKUP                | 6 days   | 7 days
 DRIFTER COMMANDMENTS        | 5 days   | 6 days
 DRIVER ANNIE                | 4 days   | 5 days
 DRIVING POLISH              | 6 days   | 7 days
 DROP WATERFRONT             | 6 days   | 7 days
 DRUMLINE CYCLONE            | 3 days   | 4 days
 DRUMS DYNAMITE              | 6 days   | 7 days
 DUCK RACER                  | 4 days   | 5 days
 DUDE BLINDNESS              | 3 days   | 4 days
 DUFFEL APOCALYPSE           | 5 days   | 6 days
 DUMBO LUST                  | 5 days   | 6 days
 DURHAM PANKY                | 6 days   | 7 days
 DWARFS ALTER                | 6 days   | 7 days
 DYING MAKER                 | 5 days   | 6 days
 DYNAMITE TARZAN             | 4 days   | 5 days
 EAGLES PANKY                | 4 days   | 5 days
 EARLY HOME                  | 6 days   | 7 days
 EARRING INSTINCT            | 3 days   | 4 days
 EARTH VISION                | 7 days   | 8 days
 EASY GLADIATOR              | 5 days   | 6 days
 EDGE KISSING                | 5 days   | 6 days
 EFFECT GLADIATOR            | 6 days   | 7 days
 EGG IGBY                    | 4 days   | 5 days
 EGYPT TENENBAUMS            | 3 days   | 4 days
 ELEMENT FREDDY              | 6 days   | 7 days
 ELEPHANT TROJAN             | 4 days   | 5 days
 ELF MURDER                  | 4 days   | 5 days
 ELIZABETH SHANE             | 7 days   | 8 days
 EMPIRE MALKOVICH            | 7 days   | 8 days
 ENCINO ELF                  | 6 days   | 7 days
 ENCOUNTERS CURTAIN          | 5 days   | 6 days
 ENDING CROWDS               | 6 days   | 7 days
 ENEMY ODDS                  | 5 days   | 6 days
 ENGLISH BULWORTH            | 3 days   | 4 days
 ENOUGH RAGING               | 7 days   | 8 days
 ENTRAPMENT SATISFACTION     | 5 days   | 6 days
 ESCAPE METROPOLIS           | 7 days   | 8 days
 EVE RESURRECTION            | 5 days   | 6 days
 EVERYONE CRAFT              | 4 days   | 5 days
 EVOLUTION ALTER             | 5 days   | 6 days
 EXCITEMENT EVE              | 3 days   | 4 days
 EXORCIST STING              | 6 days   | 7 days
 EXPECATIONS NATURAL         | 5 days   | 6 days
 EXPENDABLE STALLION         | 3 days   | 4 days
 EXPRESS LONELY              | 5 days   | 6 days
 EXTRAORDINARY CONQUERER     | 6 days   | 7 days
 EYES DRIVING                | 4 days   | 5 days
 FACTORY DRAGON              | 4 days   | 5 days
 FALCON VOLUME               | 5 days   | 6 days
 FAMILY SWEET                | 4 days   | 5 days
 FANTASIA PARK               | 5 days   | 6 days
 FANTASY TROOPERS            | 6 days   | 7 days
 FARGO GANDHI                | 3 days   | 4 days
 FATAL HAUNTED               | 6 days   | 7 days
 FEATHERS METAL              | 3 days   | 4 days
 FELLOWSHIP AUTUMN           | 6 days   | 7 days
 FERRIS MOTHER               | 3 days   | 4 days
 FEUD FROGMEN                | 6 days   | 7 days
 FEVER EMPIRE                | 5 days   | 6 days
 FICTION CHRISTMAS           | 4 days   | 5 days
 FIDDLER LOST                | 4 days   | 5 days
 FIDELITY DEVIL              | 5 days   | 6 days
 FIGHT JAWBREAKER            | 3 days   | 4 days
 FINDING ANACONDA            | 4 days   | 5 days
 FIRE WOLVES                 | 5 days   | 6 days
 FIREBALL PHILADELPHIA       | 4 days   | 5 days
 FIREHOUSE VIETNAM           | 7 days   | 8 days
 FISH OPUS                   | 4 days   | 5 days
 FLAMINGOS CONNECTICUT       | 4 days   | 5 days
 FLASH WARS                  | 3 days   | 4 days
 FLATLINERS KILLER           | 5 days   | 6 days
 FLIGHT LIES                 | 7 days   | 8 days
 FLINTSTONES HAPPINESS       | 3 days   | 4 days
 FLOATS GARDEN               | 6 days   | 7 days
 FLYING HOOK                 | 6 days   | 7 days
 FOOL MOCKINGBIRD            | 3 days   | 4 days
 FOREVER CANDIDATE           | 7 days   | 8 days
 FORREST SONS                | 4 days   | 5 days
 FORRESTER COMANCHEROS       | 7 days   | 8 days
 FORWARD TEMPLE              | 6 days   | 7 days
 FRANKENSTEIN STRANGER       | 7 days   | 8 days
 FREAKY POCUS                | 7 days   | 8 days
 FREDDY STORM                | 6 days   | 7 days
 FREEDOM CLEOPATRA           | 5 days   | 6 days
 FRENCH HOLIDAY              | 5 days   | 6 days
 FRIDA SLIPPER               | 6 days   | 7 days
 FRISCO FORREST              | 6 days   | 7 days
 FROGMEN BREAKING            | 5 days   | 6 days
 FRONTIER CABIN              | 6 days   | 7 days
 FROST HEAD                  | 5 days   | 6 days
 FUGITIVE MAGUIRE            | 7 days   | 8 days
 FULL FLATLINERS             | 6 days   | 7 days
 FURY MURDER                 | 3 days   | 4 days
 GABLES METROPOLIS           | 3 days   | 4 days
 GALAXY SWEETHEARTS          | 4 days   | 5 days
 GAMES BOWFINGER             | 7 days   | 8 days
 GANDHI KWAI                 | 7 days   | 8 days
 GANGS PRIDE                 | 4 days   | 5 days
 GARDEN ISLAND               | 3 days   | 4 days
 GASLIGHT CRUSADE            | 4 days   | 5 days
 GATHERING CALENDAR          | 4 days   | 5 days
 GENTLEMEN STAGE             | 6 days   | 7 days
 GHOST GROUNDHOG             | 6 days   | 7 days
 GHOSTBUSTERS ELF            | 7 days   | 8 days
 GIANT TROOPERS              | 5 days   | 6 days
 GILBERT PELICAN             | 7 days   | 8 days
 GILMORE BOILED              | 5 days   | 6 days
 GLADIATOR WESTWARD          | 6 days   | 7 days
 GLASS DYING                 | 4 days   | 5 days
 GLEAMING JAWBREAKER         | 5 days   | 6 days
 GLORY TRACY                 | 7 days   | 8 days
 GO PURPLE                   | 3 days   | 4 days
 GODFATHER DIARY             | 3 days   | 4 days
 GOLD RIVER                  | 4 days   | 5 days
 GOLDFINGER SENSIBILITY      | 3 days   | 4 days
 GOLDMINE TYCOON             | 6 days   | 7 days
 GONE TROUBLE                | 7 days   | 8 days
 GOODFELLAS SALUTE           | 4 days   | 5 days
 GORGEOUS BINGO              | 4 days   | 5 days
 GOSFORD DONNIE              | 5 days   | 6 days
 GRACELAND DYNAMITE          | 5 days   | 6 days
 GRADUATE LORD               | 7 days   | 8 days
 GRAFFITI LOVE               | 3 days   | 4 days
 GRAIL FRANKENSTEIN          | 4 days   | 5 days
 GRAPES FURY                 | 4 days   | 5 days
 GREASE YOUTH                | 7 days   | 8 days
 GREATEST NORTH              | 5 days   | 6 days
 GREEDY ROOTS                | 7 days   | 8 days
 GREEK EVERYONE              | 7 days   | 8 days
 GRINCH MASSAGE              | 7 days   | 8 days
 GRIT CLOCKWORK              | 3 days   | 4 days
 GROOVE FICTION              | 6 days   | 7 days
 GROSSE WONDERFUL            | 5 days   | 6 days
 GROUNDHOG UNCUT             | 6 days   | 7 days
 GUMP DATE                   | 3 days   | 4 days
 GUN BONNIE                  | 7 days   | 8 days
 GUNFIGHT MOON               | 5 days   | 6 days
 GUNFIGHTER MUSSOLINI        | 3 days   | 4 days
 GUYS FALCON                 | 4 days   | 5 days
 HALF OUTFIELD               | 6 days   | 7 days
 HALL CASSIDY                | 5 days   | 6 days
 HALLOWEEN NUTS              | 6 days   | 7 days
 HAMLET WISDOM               | 7 days   | 8 days
 HANDICAP BOONDOCK           | 4 days   | 5 days
 HANGING DEEP                | 5 days   | 6 days
 HANKY OCTOBER               | 5 days   | 6 days
 HANOVER GALAXY              | 5 days   | 6 days
 HAPPINESS UNITED            | 6 days   | 7 days
 HARDLY ROBBERS              | 7 days   | 8 days
 HAROLD FRENCH               | 6 days   | 7 days
 HARPER DYING                | 3 days   | 4 days
 HARRY IDAHO                 | 5 days   | 6 days
 HATE HANDICAP               | 4 days   | 5 days
 HAUNTED ANTITRUST           | 6 days   | 7 days
 HAUNTING PIANIST            | 5 days   | 6 days
 HAWK CHILL                  | 5 days   | 6 days
 HEAD STRANGER               | 4 days   | 5 days
 HEARTBREAKERS BRIGHT        | 3 days   | 4 days
 HEAVEN FREEDOM              | 7 days   | 8 days
 HEAVENLY GUN                | 5 days   | 6 days
 HEAVYWEIGHTS BEAST          | 6 days   | 7 days
 HEDWIG ALTER                | 7 days   | 8 days
 HELLFIGHTERS SIERRA         | 3 days   | 4 days
 HIGH ENCINO                 | 3 days   | 4 days
 HIGHBALL POTTER             | 6 days   | 7 days
 HILLS NEIGHBORS             | 5 days   | 6 days
 HOBBIT ALIEN                | 5 days   | 6 days
 HOCUS FRIDA                 | 4 days   | 5 days
 HOLES BRANNIGAN             | 7 days   | 8 days
 HOLIDAY GAMES               | 7 days   | 8 days
 HOLLOW JEOPARDY             | 7 days   | 8 days
 HOLLYWOOD ANONYMOUS         | 7 days   | 8 days
 HOLOCAUST HIGHBALL          | 6 days   | 7 days
 HOLY TADPOLE                | 6 days   | 7 days
 HOME PITY                   | 7 days   | 8 days
 HOMEWARD CIDER              | 5 days   | 6 days
 HOMICIDE PEACH              | 6 days   | 7 days
 HONEY TIES                  | 3 days   | 4 days
 HOOK CHARIOTS               | 7 days   | 8 days
 HOOSIERS BIRDCAGE           | 3 days   | 4 days
 HOPE TOOTSIE                | 4 days   | 5 days
 HORN WORKING                | 4 days   | 5 days
 HORROR REIGN                | 3 days   | 4 days
 HOTEL HAPPINESS             | 6 days   | 7 days
 HOURS RAGE                  | 4 days   | 5 days
 HOUSE DYNAMITE              | 7 days   | 8 days
 HUMAN GRAFFITI              | 3 days   | 4 days
 HUNCHBACK IMPOSSIBLE        | 4 days   | 5 days
 HUNGER ROOF                 | 6 days   | 7 days
 HUNTER ALTER                | 5 days   | 6 days
 HUNTING MUSKETEERS          | 6 days   | 7 days
 HURRICANE AFFAIR            | 6 days   | 7 days
 HUSTLER PARTY               | 3 days   | 4 days
 HYDE DOCTOR                 | 5 days   | 6 days
 HYSTERICAL GRAIL            | 5 days   | 6 days
 ICE CROSSING                | 5 days   | 6 days
 IDAHO LOVE                  | 3 days   | 4 days
 IDENTITY LOVER              | 4 days   | 5 days
 IDOLS SNATCHERS             | 5 days   | 6 days
 IGBY MAKER                  | 7 days   | 8 days
 ILLUSION AMELIE             | 4 days   | 5 days
 IMAGE PRINCESS              | 3 days   | 4 days
 IMPACT ALADDIN              | 6 days   | 7 days
 IMPOSSIBLE PREJUDICE        | 7 days   | 8 days
 INCH JET                    | 6 days   | 7 days
 INDEPENDENCE HOTEL          | 5 days   | 6 days
 INDIAN LOVE                 | 4 days   | 5 days
 INFORMER DOUBLE             | 4 days   | 5 days
 INNOCENT USUAL              | 3 days   | 4 days
 INSECTS STONE               | 3 days   | 4 days
 INSIDER ARIZONA             | 5 days   | 6 days
 INSTINCT AIRPORT            | 4 days   | 5 days
 INTENTIONS EMPIRE           | 3 days   | 4 days
 INTERVIEW LIAISONS          | 4 days   | 5 days
 INTOLERABLE INTENTIONS      | 6 days   | 7 days
 INTRIGUE WORST              | 6 days   | 7 days
 INVASION CYCLONE            | 5 days   | 6 days
 IRON MOON                   | 7 days   | 8 days
 ISHTAR ROCKETEER            | 4 days   | 5 days
 ISLAND EXORCIST             | 7 days   | 8 days
 ITALIAN AFRICAN             | 3 days   | 4 days
 JACKET FRISCO               | 5 days   | 6 days
 JADE BUNCH                  | 6 days   | 7 days
 JAPANESE RUN                | 6 days   | 7 days
 JASON TRAP                  | 5 days   | 6 days
 JAWBREAKER BROOKLYN         | 5 days   | 6 days
 JAWS HARRY                  | 4 days   | 5 days
 JEDI BENEATH                | 7 days   | 8 days
 JEEPERS WEDDING             | 3 days   | 4 days
 JEKYLL FROGMEN              | 4 days   | 5 days
 JEOPARDY ENCINO             | 3 days   | 4 days
 JERICHO MULAN               | 3 days   | 4 days
 JERK PAYCHECK               | 3 days   | 4 days
 JERSEY SASSY                | 6 days   | 7 days
 JET NEIGHBORS               | 7 days   | 8 days
 JINGLE SAGEBRUSH            | 6 days   | 7 days
